,weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.country,sys.sunrise,sys.sunset,sys.type,sys.id,snow.1h,message,rain.1h
354,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826230.0,10800.0,1067565.0,Beloha,200,45.05,-25.1667,72.77,74.21,72.77,72.77,1014.0,95.0,1014.0,996.0,3.91,196.0,7.63,30.0,MG,1636769111.0,1636816990.0,,,,,
355,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826231.0,32400.0,1850405.0,Tennō,200,139.9667,39.9,56.35,55.11,56.35,56.35,1017.0,73.0,1017.0,1017.0,12.06,208.0,15.95,94.0,JP,1636838617.0,1636874737.0,,,,,
356,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826231.0,10800.0,343134.0,Āwash,200,40.1667,8.9833,78.03,77.68,78.03,78.03,1013.0,46.0,1013.0,914.0,5.53,104.0,7.16,34.0,ET,1636773116.0,1636815329.0,,,,,
358,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1636825941.0,-21600.0,4440975.0,Picayune,200,-89.6795,30.5255,57.6,55.74,54.79,59.83,1024.0,57.0,,,9.28,331.0,13.44,0.0,US,1636806205.0,1636844573.0,2.0,2010922.0,,,
359,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826232.0,7200.0,1011632.0,De Aar,200,24.0123,-30.6497,73.35,71.6,73.35,73.35,1012.0,26.0,1012.0,878.0,22.26,177.0,26.8,63.0,ZA,1636773588.0,1636822612.0,,,,,
360,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1636826232.0,10800.0,1059051.0,Miandrivazo,200,45.4667,-19.5167,80.06,82.56,80.06,80.06,1015.0,66.0,1015.0,1004.0,6.38,67.0,10.31,91.0,MG,1636769541.0,1636816359.0,,,,,0.93
361,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1636826128.0,-10800.0,3468720.0,Buritizeiro,200,-44.9622,-17.3511,68.34,68.68,68.34,68.34,1013.0,81.0,1013.0,955.0,7.09,75.0,13.33,100.0,BR,1636791432.0,1636837878.0,,,,,
362,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1636826233.0,-21600.0,4891382.0,Evanston,200,-87.6901,42.0411,38.44,36.61,35.85,40.21,1015.0,70.0,,,3.0,201.0,3.0,90.0,US,1636807125.0,1636842697.0,2.0,2038650.0,,,
363,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1636826233.0,-21600.0,3624288.0,Chacarita,200,-84.7723,9.9829,91.27,103.87,88.54,91.27,1010.0,64.0,1010.0,1010.0,5.95,240.0,5.19,36.0,CR,1636803188.0,1636845233.0,1.0,7217.0,,,
365,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1636826234.0,-18000.0,6078372.0,Moose Factory,200,-80.6094,51.2585,33.78,26.98,33.78,33.8,996.0,93.0,,,8.05,250.0,,90.0,CA,1636807007.0,1636839417.0,1.0,860.0,,,0.25
366,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826234.0,32400.0,1861280.0,Itoman,200,127.6694,26.1247,66.22,66.67,64.4,66.22,1016.0,88.0,,,12.66,30.0,,75.0,JP,1636840017.0,1636879240.0,1.0,8137.0,,,
367,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826235.0,25200.0,1489656.0,Teya,200,92.6267,60.3778,18.37,9.19,18.37,18.37,1010.0,93.0,1010.0,985.0,6.87,214.0,22.84,95.0,RU,1636854410.0,1636881670.0,,,,,
368,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826235.0,28800.0,1635815.0,Maumere,200,122.2111,-8.6199,80.26,84.94,80.26,80.26,1008.0,81.0,1008.0,1006.0,3.22,220.0,3.76,100.0,ID,1636838441.0,1636883437.0,,,,,
369,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826235.0,7200.0,373303.0,Juba,200,31.5825,4.8517,78.87,78.87,78.87,78.87,1008.0,64.0,1008.0,951.0,3.78,299.0,7.25,66.0,SS,1636774851.0,1636817714.0,,,,,
370,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1636826236.0,-21600.0,3622547.0,Paraíso,200,-83.8656,9.8383,78.21,78.12,71.96,78.89,1013.0,51.0,1013.0,874.0,5.41,46.0,7.76,37.0,CR,1636802959.0,1636845027.0,2.0,2040898.0,,,
371,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826104.0,32400.0,2082539.0,Merauke,200,140.3333,-8.4667,79.75,79.75,79.75,79.75,1008.0,82.0,1008.0,1007.0,1.99,186.0,3.13,90.0,ID,1636834105.0,1636879074.0,,,,,
372,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,6624.0,1636826236.0,18000.0,1497917.0,Nefteyugansk,200,72.6035,61.0998,8.85,0.46,8.85,8.85,1004.0,98.0,1004.0,1000.0,4.59,3.0,4.59,73.0,RU,1636772938.0,1636799935.0,1.0,8987.0,,,
373,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826237.0,7200.0,3354178.0,Ongandjera,200,15.0667,-17.8833,85.46,82.92,85.46,85.46,1008.0,27.0,1008.0,892.0,4.56,39.0,8.68,94.0,NA,1636776981.0,1636823513.0,,,,,
374,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1636826237.0,-18000.0,5972291.0,Havre-St-Pierre,200,-63.5986,50.2334,37.94,33.48,37.76,41.59,1006.0,100.0,,,5.75,10.0,,90.0,CA,1636802711.0,1636835546.0,1.0,812.0,,,
375,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1636826238.0,-10800.0,3419842.0,Sisimiut,200,-53.6735,66.9395,8.73,-3.87,8.73,8.73,1011.0,89.0,1011.0,1010.0,9.48,46.0,10.36,33.0,GL,1636806333.0,1636827160.0,,,,,
376,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1636826238.0,-18000.0,3693345.0,Pucallpa,200,-74.5539,-8.3791,86.04,91.9,86.04,86.04,1011.0,62.0,,,8.05,350.0,,75.0,PE,1636799285.0,1636844231.0,1.0,8675.0,,,
377,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1636826238.0,10800.0,1056899.0,Sambava,200,50.1667,-14.2667,76.15,77.38,76.15,76.15,1017.0,83.0,1017.0,1015.0,3.69,168.0,4.99,14.0,MG,1636768869.0,1636814775.0,,,,,
378,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826239.0,7200.0,485660.0,Tsimmerbude,200,20.1347,54.675,41.05,34.9,40.96,41.05,1020.0,84.0,1020.0,1019.0,10.11,124.0,18.86,100.0,RU,1636783574.0,1636814486.0,1.0,8934.0,,,
379,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826239.0,19800.0,1278935.0,Amalāpuram,200,82.0167,16.5833,79.18,79.18,79.18,79.18,1010.0,95.0,1010.0,1009.0,4.03,61.0,11.5,84.0,IN,1636763687.0,1636804668.0,1.0,9225.0,,,
380,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1636826240.0,-36000.0,4033557.0,Tautira,200,-149.15,-17.7333,80.62,83.1,80.01,80.62,1014.0,64.0,1014.0,1014.0,12.28,91.0,12.33,69.0,PF,1636816400.0,1636862926.0,1.0,7318.0,,,
381,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1636826240.0,-21600.0,4677008.0,Bryan,200,-96.37,30.6744,61.05,58.46,57.58,64.81,1026.0,34.0,,,0.0,0.0,,1.0,US,1636807827.0,1636846162.0,2.0,2004581.0,,,
382,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,874.0,1636826240.0,18000.0,569579.0,Chekmagush,200,54.6556,55.1319,23.97,13.73,23.97,23.97,1011.0,96.0,1011.0,993.0,10.09,314.0,23.26,84.0,RU,1636775393.0,1636806096.0,,,,,
383,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,1636.0,1636826241.0,43200.0,2122389.0,Ossora,200,163.0719,59.2353,35.01,31.37,35.01,35.01,1004.0,98.0,1004.0,1003.0,4.18,82.0,4.74,100.0,RU,1636837069.0,1636865194.0,,,,,0.1
384,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1636826241.0,3600.0,779554.0,Honningsvåg,200,25.9704,70.9821,35.62,24.39,35.62,35.62,1016.0,62.0,1016.0,1011.0,21.32,29.0,21.12,99.0,NO,1636791290.0,1636803970.0,,,,,0.12
385,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826242.0,25200.0,1215502.0,Banda Aceh,200,95.3222,5.5577,79.86,79.86,79.86,79.86,1010.0,79.0,1010.0,1009.0,10.92,216.0,12.88,100.0,ID,1636846022.0,1636888764.0,,,,,
387,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1636826242.0,19800.0,1271343.0,Ghātanji,200,78.3167,20.1333,73.0,74.23,73.0,73.0,1011.0,90.0,1011.0,979.0,6.29,72.0,14.88,17.0,IN,1636764878.0,1636805252.0,,,,,
388,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826243.0,3600.0,2336589.0,Jalingo,200,11.3667,8.8833,85.21,85.35,85.21,85.21,1007.0,44.0,1007.0,985.0,3.4,174.0,3.6,99.0,NG,1636780021.0,1636822248.0,,,,,
389,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826243.0,7200.0,352628.0,Maţāy,200,30.7792,28.419,72.73,71.58,72.73,72.73,1014.0,40.0,1014.0,1010.0,7.54,336.0,10.69,0.0,EG,1636777063.0,1636815888.0,,,,,
390,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,558.0,1636826244.0,32400.0,2022773.0,Khandyga,200,135.6,62.6667,3.13,-6.16,3.13,3.13,1010.0,97.0,1010.0,991.0,4.54,278.0,10.47,99.0,RU,1636845009.0,1636870442.0,,,,,
391,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1636826244.0,-10800.0,3393692.0,Itarema,200,-39.9167,-2.9248,86.59,93.04,86.59,86.59,1007.0,62.0,1007.0,1005.0,15.93,73.0,17.16,66.0,BR,1636791406.0,1636835483.0,,,,,
392,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826244.0,0.0,2738381.0,Lata,200,-8.3327,40.1629,59.18,57.85,52.36,60.82,1019.0,65.0,1019.0,998.0,3.11,5.0,3.15,63.0,PT,1636787803.0,1636823923.0,2.0,2013564.0,,,
393,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826245.0,3600.0,2242885.0,Camabatela,200,15.375,-8.1881,64.42,65.03,64.42,64.42,1011.0,95.0,1011.0,876.0,1.68,12.0,2.13,96.0,AO,1636777718.0,1636822628.0,,,,,
394,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826245.0,18000.0,1505965.0,Igrim,200,64.4162,63.1906,16.61,6.85,16.61,16.61,1008.0,84.0,1008.0,1005.0,7.11,350.0,21.41,95.0,RU,1636775786.0,1636801017.0,,,,,
395,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1636826246.0,-21600.0,3599094.0,Canillá,200,-90.85,15.1667,65.57,64.8,65.57,76.64,1017.0,63.0,1017.0,886.0,5.79,42.0,6.22,68.0,GT,1636805070.0,1636846269.0,1.0,7062.0,,,
396,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1636826246.0,-36000.0,5847411.0,Kahului,200,-156.47,20.8947,72.68,73.31,71.96,72.68,1015.0,78.0,1015.0,1015.0,1.63,165.0,2.08,100.0,US,1636821317.0,1636861523.0,2.0,2016690.0,,,
397,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826246.0,32400.0,2017155.0,Saskylakh,200,114.0833,71.9167,-17.59,-30.19,-17.59,-17.59,1010.0,83.0,1010.0,1009.0,7.02,170.0,6.64,26.0,RU,1636858859.0,1636866921.0,,,,,
398,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826247.0,3600.0,2561668.0,Agadir,200,-9.5982,30.4202,64.85,64.09,64.85,64.85,1012.0,65.0,1012.0,1009.0,5.93,268.0,8.48,0.0,MA,1636786963.0,1636825371.0,1.0,2393.0,,,
399,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826247.0,19800.0,1268823.0,Joura,200,77.8115,26.3411,66.9,64.94,66.9,66.9,1013.0,35.0,1013.0,991.0,1.54,160.0,1.59,8.0,IN,1636765566.0,1636804807.0,,,,,
401,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826081.0,3600.0,2669047.0,Timrå,200,17.3257,62.487,28.08,28.08,24.51,28.08,1025.0,86.0,,,2.3,320.0,,90.0,SE,1636786797.0,1636812612.0,1.0,1767.0,,,
402,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1636826248.0,3600.0,2314705.0,Kikwit,200,18.8162,-5.041,71.37,72.63,71.37,71.37,1011.0,94.0,1011.0,958.0,2.98,357.0,5.57,100.0,CD,1636777142.0,1636821551.0,,,,,0.13
403,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826248.0,7200.0,2214827.0,Mizdah,200,12.9801,31.4451,66.22,65.59,66.22,66.22,1015.0,65.0,1015.0,961.0,11.14,95.0,19.66,100.0,LY,1636781648.0,1636819847.0,,,,,
404,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826249.0,28800.0,1809062.0,Haimen,200,116.6142,23.1935,60.69,60.03,60.69,60.69,1018.0,76.0,1018.0,1017.0,12.57,42.0,14.32,42.0,CN,1636842395.0,1636882170.0,1.0,9632.0,,,
405,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1636826249.0,-18000.0,3540618.0,San Diego de Los Baños,200,-83.3697,22.6467,82.36,86.22,82.36,82.36,1015.0,66.0,1015.0,1008.0,1.52,28.0,2.75,69.0,CU,1636803923.0,1636843825.0,,,,,
406,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826250.0,10800.0,155016.0,Malinyi,200,36.1333,-8.9333,85.73,85.55,85.73,85.73,1010.0,42.0,1010.0,977.0,6.24,77.0,16.55,99.0,TZ,1636772676.0,1636817705.0,,,,,
407,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1636826250.0,-10800.0,3380290.0,Sinnamary,200,-52.95,5.3833,83.39,88.9,83.39,83.39,1008.0,69.0,1008.0,1008.0,8.88,45.0,9.42,39.0,GF,1636795184.0,1636837961.0,,,,,
408,"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,10000.0,1636826250.0,36000.0,2017912.0,Plastun,200,136.2939,44.7561,32.07,27.23,32.07,32.07,1011.0,68.0,1011.0,1011.0,4.92,287.0,4.9,10.0,RU,1636840207.0,1636874910.0,,,0.63,,
409,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1636826251.0,-10800.0,3448903.0,São João da Barra,200,-41.0511,-21.6403,71.69,71.76,71.69,71.69,1017.0,68.0,1017.0,1016.0,13.6,143.0,14.16,100.0,BR,1636790107.0,1636837326.0,1.0,8337.0,,,
411,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1636826251.0,-10800.0,3894426.0,Coyhaique,200,-72.0662,-45.5752,60.75,59.11,60.75,63.21,1010.0,55.0,,,8.05,0.0,19.57,75.0,CL,1636794577.0,1636847745.0,1.0,8491.0,,,0.12
412,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826252.0,3600.0,3125287.0,Cervo,200,-7.4101,43.6702,52.97,51.91,50.2,52.97,1022.0,84.0,1022.0,1014.0,7.47,101.0,9.78,40.0,ES,1636788080.0,1636823204.0,2.0,2036094.0,,,
413,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826252.0,19800.0,1265716.0,Kulpahār,200,79.65,25.3167,66.58,64.87,66.58,66.58,1013.0,41.0,1013.0,990.0,2.06,85.0,2.17,10.0,IN,1636765027.0,1636804463.0,,,,,
414,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1636826253.0,-10800.0,3440777.0,Rocha,200,-54.3333,-34.4833,73.99,73.31,73.99,73.99,1014.0,47.0,1014.0,1011.0,17.34,57.0,20.78,0.0,UY,1636791938.0,1636841871.0,,,,,
415,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1636826253.0,14400.0,1106643.0,Quatre Cocos,200,57.7625,-20.2078,77.09,78.26,77.09,77.11,1020.0,80.0,1020.0,1015.0,13.51,91.0,15.9,26.0,MU,1636766528.0,1636813469.0,2.0,2002134.0,,,0.25
416,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826253.0,37800.0,2063030.0,Port Pirie,200,138.0167,-33.1833,48.29,42.67,48.29,48.29,1014.0,59.0,1014.0,1013.0,14.14,249.0,22.28,63.0,AU,1636832313.0,1636881978.0,1.0,9613.0,,,
417,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826254.0,0.0,2264923.0,Peniche,200,-9.3811,39.3558,58.84,58.05,56.44,67.08,1019.0,77.0,1019.0,1018.0,9.19,15.0,10.54,88.0,PT,1636787948.0,1636824282.0,2.0,2002825.0,,,
418,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826254.0,19800.0,1267390.0,Kavaratti,200,72.642,10.5669,81.97,87.49,81.97,81.97,1009.0,75.0,1009.0,1007.0,7.74,330.0,8.16,98.0,IN,1636765446.0,1636807409.0,,,,,
419,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826255.0,7200.0,3354876.0,Okakarara,200,17.4333,-20.5833,75.94,75.2,75.94,75.94,1012.0,42.0,1012.0,869.0,6.4,123.0,12.03,99.0,NA,1636776171.0,1636823187.0,,,,,
420,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826255.0,10800.0,527012.0,Mikhaylovka,200,43.2379,50.06,41.59,35.62,41.59,41.59,1025.0,60.0,1025.0,1015.0,10.02,321.0,21.03,99.0,RU,1636777006.0,1636809964.0,,,,,
421,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826255.0,18000.0,1337610.0,Thinadhoo,200,72.9333,0.5333,82.02,88.34,82.02,82.02,1012.0,78.0,1012.0,1012.0,12.97,232.0,15.32,56.0,MV,1636764589.0,1636808125.0,,,,,
422,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826256.0,19800.0,1242110.0,Kalmunai,200,81.8167,7.4167,80.71,85.6,80.71,80.71,1010.0,79.0,1010.0,1009.0,2.35,160.0,3.33,87.0,LK,1636762994.0,1636805456.0,,,,,
423,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826256.0,7200.0,933137.0,Ratholo,200,27.572,-22.7245,79.39,79.39,79.39,79.39,1011.0,39.0,1011.0,911.0,6.4,300.0,12.28,88.0,BW,1636773539.0,1636820951.0,,,,,
424,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826257.0,12600.0,138025.0,Dāmghān,200,54.348,36.1683,45.43,45.43,45.43,45.43,1024.0,58.0,1024.0,892.0,1.68,331.0,2.3,0.0,IR,1636772244.0,1636809392.0,,,,,
425,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1636826257.0,-28800.0,5380437.0,Pacific Grove,200,-121.9166,36.6177,66.51,66.06,62.78,74.3,1020.0,68.0,,,1.01,334.0,3.0,16.0,US,1636814632.0,1636851621.0,2.0,2009350.0,,,
426,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826257.0,18000.0,609906.0,Fort-Shevchenko,200,50.263,44.5086,47.35,40.32,47.35,47.35,1024.0,69.0,1024.0,1026.0,19.08,309.0,23.29,85.0,KZ,1636774354.0,1636809244.0,,,,,
428,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826196.0,10800.0,98182.0,Baghdad,200,44.4009,33.3406,62.51,60.71,62.51,62.51,1021.0,48.0,,,6.91,270.0,,0.0,IQ,1636774308.0,1636812103.0,1.0,7597.0,,,
429,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826258.0,0.0,2643044.0,Margate,200,1.3862,51.3813,52.21,51.04,51.69,53.46,1016.0,83.0,,,4.0,319.0,8.01,99.0,GB,1636787330.0,1636819731.0,2.0,2020742.0,,,
431,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826259.0,3600.0,3007679.0,Arrondissement de Langres,200,5.3333,47.8333,43.88,40.93,43.66,45.45,1017.0,98.0,1017.0,963.0,5.14,251.0,12.28,100.0,FR,1636785699.0,1636819467.0,2.0,2000263.0,,,
432,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1636826259.0,-10800.0,3385980.0,Tucumã,200,-50.05,-0.1833,89.17,93.92,89.17,89.17,1007.0,52.0,1007.0,1005.0,8.59,62.0,9.48,55.0,BR,1636794053.0,1636837700.0,,,,,
433,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826260.0,10800.0,556268.0,Ostrovnoy,200,39.5131,68.0531,21.65,9.05,21.65,21.65,1018.0,82.0,1018.0,1015.0,20.94,235.0,35.59,100.0,RU,1636784753.0,1636804005.0,,,,,
434,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1636826260.0,19800.0,1264976.0,Leh,200,77.5833,34.1667,19.8,14.54,19.8,19.8,1031.0,43.0,1031.0,670.0,3.6,35.0,5.46,2.0,IN,1636766432.0,1636804051.0,,,,,
435,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1636826118.0,-14400.0,3662762.0,Porto Velho,200,-63.9039,-8.7619,86.05,93.51,86.05,86.05,1007.0,66.0,,,6.91,350.0,,40.0,BR,1636796698.0,1636841706.0,1.0,8424.0,,,
436,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826261.0,3600.0,603570.0,Piteå,200,21.4794,65.3172,24.89,19.47,24.89,29.08,1023.0,73.0,1023.0,1022.0,4.32,263.0,10.2,100.0,SE,1636787211.0,1636810204.0,1.0,1775.0,,,
437,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826261.0,10800.0,477466.0,Uzunovo,200,38.6173,54.5386,37.33,30.88,37.33,37.33,1027.0,83.0,1027.0,1007.0,8.84,310.0,20.33,100.0,RU,1636779099.0,1636810090.0,,,,,
439,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826262.0,7200.0,3369174.0,Calvinia,200,19.776,-31.4707,71.85,70.0,71.85,71.85,1015.0,27.0,1015.0,906.0,7.47,233.0,10.42,69.0,ZA,1636774512.0,1636823721.0,,,,,
440,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1636826262.0,10800.0,738662.0,Tosya,200,34.0401,41.0155,47.34,47.34,47.34,47.34,1023.0,36.0,1023.0,924.0,1.68,249.0,2.04,82.0,TR,1636777741.0,1636813644.0,,,,,
441,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1636826262.0,-10800.0,3385899.0,Tutóia,200,-42.2744,-2.7619,89.58,101.55,89.58,89.58,1007.0,65.0,1007.0,1007.0,11.3,35.0,11.36,58.0,BR,1636791984.0,1636836036.0,1.0,8404.0,,,
442,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1636826263.0,-21600.0,4741325.0,Wharton,200,-96.1027,29.3116,64.44,62.28,62.19,67.08,1027.0,36.0,,,5.75,20.0,,1.0,US,1636807622.0,1636846239.0,1.0,3316.0,,,
443,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1636826263.0,10800.0,1073482.0,Anjozorobe,200,47.8667,-18.4,70.12,70.59,70.12,70.12,1019.0,80.0,1019.0,883.0,3.98,122.0,10.38,34.0,MG,1636769064.0,1636815683.0,1.0,2136.0,,,
444,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1636826264.0,10800.0,157429.0,Kilindoni,200,39.6668,-7.9139,81.1,85.33,81.1,81.1,1013.0,73.0,1013.0,1009.0,12.55,76.0,14.32,94.0,TZ,1636771910.0,1636816775.0,,,,,
